# Picco 1, Picco2, Segnale combinato
8.677546087402420198e+02,1.693676929912649030e+02,8.677546087402420198e+02
nan,3.024200203377288290e+02,nan
1.125642847117485871e+03,1.207392406059542736e+03,1.125642847117485871e+03
1.050114531141733323e+03,1.266590147053250575e+03,1.050114531141733323e+03
1.138708276076584298e+03,nan,1.138708276076584298e+03
6.995062438155947575e+02,1.159263933296200548e+03,6.995062438155947575e+02
5.171196731176031562e+02,nan,5.171196731176031562e+02
6.703497856312397971e+02,1.224654547910908832e+03,6.703497856312397971e+02
1.447545777625794017e+02,9.083004430326541296e+02,1.447545777625794017e+02
nan,1.278168472622645822e+03,nan
1.991409376119561330e+02,nan,1.991409376119561330e+02
1.544873729468334886e+02,nan,1.544873729468334886e+02
nan,1.166327430038577404e+03,nan
1.031700105510265530e+03,nan,1.031700105510265530e+03
6.569141099261114505e+02,1.299373399427319555e+03,6.569141099261114505e+02
8.712356794547622485e+02,6.918201963504133118e+02,8.712356794547622485e+02
1.128382428428559706e+03,7.087320929930722286e+02,1.128382428428559706e+03
1.111992142785538590e+03,nan,1.111992142785538590e+03
1.590770087001330921e+02,1.178553842886637767e+03,1.590770087001330921e+02
6.785647716295763985e+02,nan,6.785647716295763985e+02
7.029868182414027160e+02,4.721564023896115714e+02,7.029868182414027160e+02
1.141392118210088256e+03,nan,1.141392118210088256e+03
nan,1.226008643116315852e+03,nan
6.541502187161815982e+02,nan,6.541502187161815982e+02
1.065972029851809793e+03,1.204782268086673639e+03,1.065972029851809793e+03
1.125774252169400597e+03,1.154919353046566812e+03,1.125774252169400597e+03
1.026948137471021028e+02,2.841218160065681104e+02,1.026948137471021028e+02
2.801896461548335537e+01,1.198788216793945139e+03,2.801896461548335537e+01
1.084645967776148382e+03,7.272869487812765783e+02,1.084645967776148382e+03
8.591768369013926758e+02,nan,8.591768369013926758e+02
1.158347505865291623e+03,6.192873626651269205e+02,1.158347505865291623e+03
1.100909107133828002e+03,1.206389319500391821e+03,1.100909107133828002e+03
1.062638344811272418e+03,5.528397817066861535e+02,1.062638344811272418e+03
nan,1.299719039434471824e+03,nan
1.879792310554717005e+01,nan,1.879792310554717005e+01
9.500861457121951617e+02,nan,9.500861457121951617e+02
5.860126387276895912e+02,nan,5.860126387276895912e+02
nan,nan,nan
4.041046414415592380e+02,1.194262233641392413e+03,4.041046414415592380e+02
3.334764455200204338e+02,2.879047049184105163e+02,3.334764455200204338e+02
6.318311547907976546e+02,1.083908599911420879e+03,6.318311547907976546e+02
6.096772921905742351e+02,1.260400312755980622e+03,6.096772921905742351e+02
nan,nan,nan
4.055716093377459401e+02,6.390377476861530113e+02,4.055716093377459401e+02
nan,8.849828888248150633e+02,nan
1.140131773524484970e+03,1.265658204252113592e+03,1.140131773524484970e+03
6.359904611313140776e-01,1.267356445203385647e+03,6.359904611313140776e-01
1.123386491393020606e+03,8.932327255010432054e+01,1.123386491393020606e+03
nan,1.300519040040903747e+03,nan
5.995106343881707289e+02,1.155489724373806666e+03,5.995106343881707289e+02
1.637968146742465478e+02,3.052663182925813317e+02,1.637968146742465478e+02
nan,3.780747477734420272e+02,nan
9.964362160634411794e+02,9.528981133040588247e+00,9.964362160634411794e+02
1.065344523092480131e+03,4.163952796232683795e+01,1.065344523092480131e+03
8.500601242066799159e+02,9.804009566817804853e+02,8.500601242066799159e+02
1.098381632172684704e+03,1.119406457924182405e+03,1.098381632172684704e+03
nan,5.337317624831234752e+01,nan
1.110729069958599894e+03,9.964359763252149378e+02,1.110729069958599894e+03
nan,nan,nan
8.765909404367545221e+02,4.503804611166145833e+02,8.765909404367545221e+02
nan,1.046358051193997198e+03,nan
9.128574814454635771e+02,1.297284203237955353e+03,9.128574814454635771e+02
3.294067226694057808e+02,9.528823263072575855e+02,3.294067226694057808e+02
6.024960462130234191e+02,7.437743806186372240e+02,6.024960462130234191e+02
1.088254241566231258e+03,nan,1.088254241566231258e+03
1.081786113088070351e+03,7.728344585454942717e+01,1.081786113088070351e+03
2.607919989432922421e+02,1.006787482563188405e+03,2.607919989432922421e+02
5.316361286179227363e+02,nan,5.316361286179227363e+02
9.086127544270495946e+02,3.390278294350872557e+02,9.086127544270495946e+02
1.079888655063659371e+03,nan,1.079888655063659371e+03
3.441066023398030893e+02,nan,3.441066023398030893e+02
nan,1.298556539874807186e+03,nan
9.151225675549951575e+02,nan,9.151225675549951575e+02
1.403757212416388711e+02,nan,1.403757212416388711e+02
1.060811710538250964e+03,1.237891287436849325e+03,1.060811710538250964e+03
nan,1.218665021593495794e+03,nan
3.280947663472759359e+02,nan,3.280947663472759359e+02
1.059583280060096058e+03,1.010668195324685826e+03,1.059583280060096058e+03
1.113779797323184084e+03,7.549337007798483228e+02,1.113779797323184084e+03
2.543890775136345610e+02,7.264414723877090410e+02,2.543890775136345610e+02
1.559134574235973787e+02,3.887600705185136576e+02,1.559134574235973787e+02
1.049088499132971720e+03,1.273601023175725231e+03,1.049088499132971720e+03
1.074725236138439641e+03,5.754023012149128817e+02,1.074725236138439641e+03
7.335065098523296001e+01,1.188162152612498403e+03,7.335065098523296001e+01
5.960150725121619644e+02,nan,5.960150725121619644e+02
8.795885259444190751e+02,7.060212905771747955e+02,8.795885259444190751e+02
4.954342956007831162e+02,1.128239036001111799e+03,4.954342956007831162e+02
1.127899026332050653e+03,9.729479741798789973e+02,1.127899026332050653e+03
nan,1.240003642625690645e+02,nan
nan,1.186522361918612205e+03,nan
1.069263127086805525e+03,nan,1.069263127086805525e+03
1.060928417551273469e+03,2.238857047837599339e+02,1.060928417551273469e+03
nan,nan,nan
1.156228155429740127e+03,nan,1.156228155429740127e+03
nan,nan,nan
1.109419973378644954e+03,1.296009038321291428e+03,1.109419973378644954e+03
7.642270732581418997e+02,1.290906105081699479e+03,7.642270732581418997e+02
nan,5.073385527589994126e+01,nan
nan,5.181115846549247408e+02,nan
